PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29962343","Ecological Momentary Assessments and Interventions in Alzheimer's Caregiving","Lazzari C.","Curr Alzheimer Res. 2018;15(11):1027-1031. doi: 10.2174/1567205015666180702111523.","Lazzari C","Curr Alzheimer Res","2018","2018/07/03","","","10.2174/1567205015666180702111523"
"36779787","Optimizing an Outpatient mHealth Intervention for Children with Burns: A Convergent Mixed-Methods Study","Lesher A, McDuffie L, Smith T, Foster A, Ruggiero K, Barroso J, Gavrilova Y.","J Burn Care Res. 2023 Sep 7;44(5):1092-1099. doi: 10.1093/jbcr/irad020.","Lesher A","J Burn Care Res","2023","2023/02/13","PMC10483473","","10.1093/jbcr/irad020"
"34139330","On the efficacy of behavior change techniques in mHealth for self-management of diabetes: A meta-analysis","El-Gayar O, Ofori M, Nawar N.","J Biomed Inform. 2021 Jul;119:103839. doi: 10.1016/j.jbi.2021.103839. Epub 2021 Jun 15.","El-Gayar O","J Biomed Inform","2021","2021/06/17","","","10.1016/j.jbi.2021.103839"
"37358888","Usage and Daily Attrition of a Smartphone-Based Health Behavior Intervention: Randomized Controlled Trial","Egilsson E, Bjarnason R, Njardvik U.","JMIR Mhealth Uhealth. 2023 Jun 26;11:e45414. doi: 10.2196/45414.","Egilsson E","JMIR Mhealth Uhealth","2023","2023/06/26","PMC10337294","","10.2196/45414"
"35088247","Availability and use of web-based interventions for patients with head and neck cancer: a scoping review","Kelly R, Gordon P, Thompson R, Semple C.","J Cancer Surviv. 2023 Oct;17(5):1309-1326. doi: 10.1007/s11764-022-01168-1. Epub 2022 Jan 28.","Kelly R","J Cancer Surviv","2023","2022/01/28","PMC8794623","","10.1007/s11764-022-01168-1"
"34887656","Feasibility of RESP-FIT: Technology-Enhanced Self-Management Intervention for Adults with COPD","Miller S, Teufel R 2nd, Nichols M, Davenport P, Mueller M, Silverman E, Madisetti M, Pittman M, Kelechi T, Strange C.","Int J Chron Obstruct Pulmon Dis. 2021 Dec 3;16:3263-3273. doi: 10.2147/COPD.S326675. eCollection 2021.","Miller S","Int J Chron Obstruct Pulmon Dis","2021","2021/12/10","PMC8650775","","10.2147/COPD.S326675"
"36164775","A Digital Cognitive-Behavioral Intervention for Depression and Anxiety Among Adolescents and Young Adults","Szigethy EM, Silfee V, Marroquin MA, Pavlick AN, Wallace ML, Williams KR, Hoberman AM.","Psychiatr Serv. 2023 Apr 1;74(4):437-440. doi: 10.1176/appi.ps.202200045. Epub 2022 Sep 27.","Szigethy EM","Psychiatr Serv","2023","2022/09/27","","","10.1176/appi.ps.202200045"
"37955951","The Effects of Remote Cognitive Training Combined With a Mobile App Intervention on Psychosis: Double-Blind Randomized Controlled Trial","Fisher M, Etter K, Murray A, Ghiasi N, LaCross K, Ramsay I, Currie A, Fitzpatrick K, Biagianti B, Schlosser D, Loewy R, Vinogradov S.","J Med Internet Res. 2023 Nov 13;25:e48634. doi: 10.2196/48634.","Fisher M","J Med Internet Res","2023","2023/11/13","PMC10682932","","10.2196/48634"
"37379059","Feasibility, Acceptability, and Potential Impact of a Novel mHealth App for Smokers Ambivalent About Quitting: Randomized Pilot Study","McClure JB, Heffner JL, Krakauer C, Mun S, Klasnja P, Catz SL.","JMIR Mhealth Uhealth. 2023 Jun 28;11:e46155. doi: 10.2196/46155.","McClure JB","JMIR Mhealth Uhealth","2023","2023/06/28","PMC10365568","","10.2196/46155"
"34878986","Early Patient-Centered Outcomes Research Experience With the Use of Telehealth to Address Disparities: Scoping Review","Bailey JE, Gurgol C, Pan E, Njie S, Emmett S, Gatwood J, Gauthier L, Rosas LG, Kearney SM, Robler SK, Lawrence RH, Margolis KL, Osunkwo I, Wilfley D, Shah VO.","J Med Internet Res. 2021 Dec 7;23(12):e28503. doi: 10.2196/28503.","Bailey JE","J Med Internet Res","2021","2021/12/08","PMC8693194","","10.2196/28503"
"27573313","Mobile applications to enhance self-management of gout","Nguyen AD, Baysari MT, Kannangara DR, Tariq A, Lau AY, Westbrook JI, Day RO.","Int J Med Inform. 2016 Oct;94:67-74. doi: 10.1016/j.ijmedinf.2016.06.021. Epub 2016 Jun 30.","Nguyen AD","Int J Med Inform","2016","2016/08/31","","","10.1016/j.ijmedinf.2016.06.021"
"32570511","User Expectations and Willingness to Share Self-Collected Health Data","Woldaregay AZ, Henriksen A, Issom DZ, Pfuhl G, Sato K, Richard A, Lovis C, Årsand E, Rochat J, Hartvigsen G.","Stud Health Technol Inform. 2020 Jun 16;270:894-898. doi: 10.3233/SHTI200290.","Woldaregay AZ","Stud Health Technol Inform","2020","2020/06/24","","","10.3233/SHTI200290"
"33523240","[Apps and web-based interventions for prostate cancer follow-up-a scoping review]","Pornak SC, Papachrysanthou A, Lehr B.","Urologe A. 2021 Jul;60(7):911-920. doi: 10.1007/s00120-020-01440-1. Epub 2021 Feb 1.","Pornak SC","Urologe A","2021","2021/02/01","","","10.1007/s00120-020-01440-1"
"33999374","Sociodemographic Characteristics Predicting Digital Health Intervention Use After Acute Myocardial Infarction","Shah LM, Ding J, Spaulding EM, Yang WE, Lee MA, Demo R, Marvel FA, Martin SS.","J Cardiovasc Transl Res. 2021 Oct;14(5):951-961. doi: 10.1007/s12265-021-10098-9. Epub 2021 May 17.","Shah LM","J Cardiovasc Transl Res","2021","2021/05/17","PMC8127845","","10.1007/s12265-021-10098-9"
"36454865","Validity of muscular fitness self-assessments in the ecofit smartphone application: A correlation study","Jansson AK, Lubans DR, Duncan MJ, Smith JJ, Bauman A, Attia J, Plotnikoff RC.","PLoS One. 2022 Dec 1;17(12):e0278374. doi: 10.1371/journal.pone.0278374. eCollection 2022.","Jansson AK","PLoS One","2022","2022/12/01","PMC9714846","","10.1371/journal.pone.0278374"
"34287209","Smartphone-Based Interventions for Physical Activity Promotion: Scoping Review of the Evidence Over the Last 10 Years","Domin A, Spruijt-Metz D, Theisen D, Ouzzahra Y, Vögele C.","JMIR Mhealth Uhealth. 2021 Jul 21;9(7):e24308. doi: 10.2196/24308.","Domin A","JMIR Mhealth Uhealth","2021","2021/07/21","PMC8339983","","10.2196/24308"
"33227744","Personalization Dimensions for MHealth to Improve Behavior Change: A Scoping Review","Gosetto L, Ehrler F, Falquet G.","Stud Health Technol Inform. 2020 Nov 23;275:77-81. doi: 10.3233/SHTI200698.","Gosetto L","Stud Health Technol Inform","2020","2020/11/23","","","10.3233/SHTI200698"
"33834892","Building Community in the HIV Online Intervention Space: Lessons From the HealthMPowerment Intervention","Blackburn NA, Dong W, Threats M, Barry M, LeGrand S, Hightow-Weidman LB, Soni K, Pulley DV, Bauermeister JA, Muessig K.","Health Educ Behav. 2021 Oct;48(5):604-614. doi: 10.1177/10901981211003859. Epub 2021 Apr 9.","Blackburn NA","Health Educ Behav","2021","2021/04/09","PMC8446859","NIHMS1705744","10.1177/10901981211003859"
"33605158","Identifying Mobile Health Technology Experiences and Preferences of Low-Income Pregnant Women with Diabetes","Leziak K, Birch E, Jackson J, Strohbach A, Niznik C, Yee LM.","J Diabetes Sci Technol. 2021 Sep;15(5):1018-1026. doi: 10.1177/1932296821993175. Epub 2021 Feb 19.","Leziak K","J Diabetes Sci Technol","2021","2021/02/19","PMC8442194","","10.1177/1932296821993175"
"31789944","Online psychosocial interventions for posttreatment cancer survivors: an international evidence review and update","Skrabal Ross X, Gunn KM, Olver I, Willems RA, Lechner L, Mesters I, Bolman CAW.","Curr Opin Support Palliat Care. 2020 Mar;14(1):40-50. doi: 10.1097/SPC.0000000000000478.","Skrabal Ross X","Curr Opin Support Palliat Care","2020","2019/12/03","","","10.1097/SPC.0000000000000478"
"34259642","A School-Based Mobile App Intervention for Enhancing Emotion Regulation in Children: Exploratory Trial","Moltrecht B, Patalay P, Deighton J, Edbrooke-Childs J.","JMIR Mhealth Uhealth. 2021 Jul 14;9(7):e21837. doi: 10.2196/21837.","Moltrecht B","JMIR Mhealth Uhealth","2021","2021/07/14","PMC8319776","","10.2196/21837"
"34890104","Efficacy and utilization of an acceptance and commitment therapy-based smartphone application for smoking cessation among Black adults: secondary analysis of the iCanQuit randomized trial","Santiago-Torres M, Mull KE, Sullivan BM, Kwon D, Nollen NL, Zvolensky MJ, Bricker JB.","Addiction. 2022 Mar;117(3):760-771. doi: 10.1111/add.15721. Epub 2021 Dec 9.","Santiago-Torres M","Addiction","2022","2021/12/10","PMC9798432","NIHMS1855396","10.1111/add.15721"
"35627392","Effectiveness of App-Based Intervention to Improve Health Status of Sedentary Middle-Aged Males and Females","Martínez-Olcina M, Cuestas-Calero BJ, Miralles-Amorós L, Vicente-Martínez M, Sánchez-Sánchez J.","Int J Environ Res Public Health. 2022 May 11;19(10):5857. doi: 10.3390/ijerph19105857.","Martínez-Olcina M","Int J Environ Res Public Health","2022","2022/05/28","PMC9141809","","10.3390/ijerph19105857"
"33491577","Service User Experiences of Integrating a Mobile Solution (IMPACHS) Into Clinical Treatment for Psychosis","Austin SF, Frøsig A, Buus N, Lincoln T, von Malachowski A, Schlier B, Frost M, Simonsen E.","Qual Health Res. 2021 Apr;31(5):942-954. doi: 10.1177/1049732320986556. Epub 2021 Jan 23.","Austin SF","Qual Health Res","2021","2021/01/25","","","10.1177/1049732320986556"
"33779480","An Ecological Momentary Intervention for people with social anxiety: A descriptive case study","Loo Gee B, Batterham PJ, Gulliver A, Reynolds J, Griffiths KM.","Inform Health Soc Care. 2021 Dec 2;46(4):370-398. doi: 10.1080/17538157.2021.1896525. Epub 2021 Mar 28.","Loo Gee B","Inform Health Soc Care","2021","2021/03/29","","","10.1080/17538157.2021.1896525"
"32469315","Effectiveness of Internet-Based Electronic Technology Interventions on Breastfeeding Outcomes: Systematic Review","Almohanna AA, Win KT, Meedya S.","J Med Internet Res. 2020 May 29;22(5):e17361. doi: 10.2196/17361.","Almohanna AA","J Med Internet Res","2020","2020/05/30","PMC7293063","","10.2196/17361"
"32729845","A Mobile Health Approach for Improving Outcomes in Suicide Prevention (SafePlan)","O'Grady C, Melia R, Bogue J, O'Sullivan M, Young K, Duggan J.","J Med Internet Res. 2020 Jul 30;22(7):e17481. doi: 10.2196/17481.","O'Grady C","J Med Internet Res","2020","2020/07/31","PMC7426795","","10.2196/17481"
"32706657","Digital Self-Management Interventions for People With Osteoarthritis: Systematic Review With Meta-Analysis","Safari R, Jackson J, Sheffield D.","J Med Internet Res. 2020 Jul 20;22(7):e15365. doi: 10.2196/15365.","Safari R","J Med Internet Res","2020","2020/07/25","PMC7428148","","10.2196/15365"
"31593547","Investigating the Use of Mobile Health Interventions in Vulnerable Populations for Cardiovascular Disease Management: Scoping Review","Wali S, Hussain-Shamsy N, Ross H, Cafazzo J.","JMIR Mhealth Uhealth. 2019 Oct 7;7(10):e14275. doi: 10.2196/14275.","Wali S","JMIR Mhealth Uhealth","2019","2019/10/09","PMC6803887","","10.2196/14275"
"33565642","Effect of a virtual self-management intervention for atrial fibrillation during the outbreak of COVID-19","Rosman L, Armbruster T, Kyazimzade S, Tugaoen Z, Mazzella AJ, Deyo Z, Walker J, Machineni S, Gehi A.","Pacing Clin Electrophysiol. 2021 Mar;44(3):451-461. doi: 10.1111/pace.14188. Epub 2021 Feb 17.","Rosman L","Pacing Clin Electrophysiol","2021","2021/02/10","PMC8014277","","10.1111/pace.14188"
"33743385","A therapist-guided smartphone app for major depression in young adults: A randomized clinical trial","Raevuori A, Vahlberg T, Korhonen T, Hilgert O, Aittakumpu-Hyden R, Forman-Hoffman V.","J Affect Disord. 2021 May 1;286:228-238. doi: 10.1016/j.jad.2021.02.007. Epub 2021 Feb 5.","Raevuori A","J Affect Disord","2021","2021/03/20","","","10.1016/j.jad.2021.02.007"
"33620447","Effectiveness of Internet-Based Exercises Aimed at Treating Knee Osteoarthritis: The iBEAT-OA Randomized Clinical Trial","Gohir SA, Eek F, Kelly A, Abhishek A, Valdes AM.","JAMA Netw Open. 2021 Feb 1;4(2):e210012. doi: 10.1001/jamanetworkopen.2021.0012.","Gohir SA","JAMA Netw Open","2021","2021/02/23","PMC7903254","","10.1001/jamanetworkopen.2021.0012"
"35672064","Designing an online intervention for adults with addictive eating: a qualitative integrated knowledge translation approach","Leary M, Pursey K, Verdejo-García A, Skinner J, Whatnall MC, Hay P, Collins C, Baker AL, Burrows T.","BMJ Open. 2022 Jun 7;12(6):e060196. doi: 10.1136/bmjopen-2021-060196.","Leary M","BMJ Open","2022","2022/06/07","PMC9174813","","10.1136/bmjopen-2021-060196"
"34762054","Remote Digital Psychiatry for Mobile Mental Health Assessment and Therapy: MindLogger Platform Development Study","Klein A, Clucas J, Krishnakumar A, Ghosh SS, Van Auken W, Thonet B, Sabram I, Acuna N, Keshavan A, Rossiter H, Xiao Y, Semenuta S, Badioli A, Konishcheva K, Abraham SA, Alexander LM, Merikangas KR, Swendsen J, Lindner AB, Milham MP.","J Med Internet Res. 2021 Nov 11;23(11):e22369. doi: 10.2196/22369.","Klein A","J Med Internet Res","2021","2021/11/11","PMC8663601","","10.2196/22369"
"31891316","A meta-analysis of psychological interventions for Internet/smartphone addiction among adolescents","Malinauskas R, Malinauskiene V.","J Behav Addict. 2019 Dec 1;8(4):613-624. doi: 10.1556/2006.8.2019.72.","Malinauskas R","J Behav Addict","2019","2020/01/01","PMC7044583","","10.1556/2006.8.2019.72"
"35924880","The role of digital health interventions to improve health literacy in surgical patients: a narrative review in arthroplasty","Davaris MT, Bunzli S, Trieu J, Dowsey MM, Choong PF.","ANZ J Surg. 2022 Oct;92(10):2474-2486. doi: 10.1111/ans.17931. Epub 2022 Aug 4.","Davaris MT","ANZ J Surg","2022","2022/08/04","","","10.1111/ans.17931"
"35257698","Efficacy of an acceptance and commitment therapy-based smartphone application for helping rural populations quit smoking: Results from the iCanQuit randomized trial","Santiago-Torres M, Mull KE, Sullivan BM, Ferketich AK, Bricker JB.","Prev Med. 2022 Apr;157:107008. doi: 10.1016/j.ypmed.2022.107008. Epub 2022 Mar 4.","Santiago-Torres M","Prev Med","2022","2022/03/08","PMC9793445","NIHMS1855398","10.1016/j.ypmed.2022.107008"
"36498234","Developing a Mobile App for Young Adults with Nonsuicidal Self-Injury: A Prototype Feedback Study","Kruzan KP, Reddy M, Washburn JJ, Mohr DC.","Int J Environ Res Public Health. 2022 Dec 2;19(23):16163. doi: 10.3390/ijerph192316163.","Kruzan KP","Int J Environ Res Public Health","2022","2022/12/11","PMC9739032","","10.3390/ijerph192316163"
"31842020","Digital interventions for adolescent and young adult cancer survivors","Viola A, Panigrahi G, Devine KA.","Curr Opin Support Palliat Care. 2020 Mar;14(1):51-59. doi: 10.1097/SPC.0000000000000480.","Viola A","Curr Opin Support Palliat Care","2020","2019/12/17","","","10.1097/SPC.0000000000000480"
"33155986","ReMindCare App for Early Psychosis: Pragmatic Real World Intervention and Usability Study","Bonet L, Torous J, Arce D, Blanquer I, Sanjuan J.","JMIR Mhealth Uhealth. 2020 Nov 6;8(11):e22997. doi: 10.2196/22997.","Bonet L","JMIR Mhealth Uhealth","2020","2020/11/06","PMC7679204","","10.2196/22997"
"28029572","Using digital interventions for self-management of chronic physical health conditions: A meta-ethnography review of published studies","Morton K, Dennison L, May C, Murray E, Little P, McManus RJ, Yardley L.","Patient Educ Couns. 2017 Apr;100(4):616-635. doi: 10.1016/j.pec.2016.10.019. Epub 2016 Oct 20.","Morton K","Patient Educ Couns","2017","2016/12/29","PMC5380218","EMS70874","10.1016/j.pec.2016.10.019"
"34648056","[Digital life in a networked world: opportunities and risks for psychiatry]","Meyer-Lindenberg A.","Nervenarzt. 2021 Nov;92(11):1130-1139. doi: 10.1007/s00115-021-01203-z. Epub 2021 Oct 14.","Meyer-Lindenberg A","Nervenarzt","2021","2021/10/14","PMC8515321","","10.1007/s00115-021-01203-z"
"30644567","Mobile health tools for the management of chronic respiratory diseases","Sleurs K, Seys SF, Bousquet J, Fokkens WJ, Gorris S, Pugin B, Hellings PW.","Allergy. 2019 Jul;74(7):1292-1306. doi: 10.1111/all.13720. Epub 2019 Apr 29.","Sleurs K","Allergy","2019","2019/01/16","","","10.1111/all.13720"
"28855146","Categorizing Health Outcomes and Efficacy of mHealth Apps for Persons With Cognitive Impairment: A Systematic Review","Bateman DR, Srinivas B, Emmett TW, Schleyer TK, Holden RJ, Hendrie HC, Callahan CM.","J Med Internet Res. 2017 Aug 30;19(8):e301. doi: 10.2196/jmir.7814.","Bateman DR","J Med Internet Res","2017","2017/09/01","PMC5597798","","10.2196/jmir.7814"
"30874828","A pilot digital intervention targeting loneliness in young people with psychosis","Lim MH, Gleeson JFM, Rodebaugh TL, Eres R, Long KM, Casey K, Abbott JM, Thomas N, Penn DL.","Soc Psychiatry Psychiatr Epidemiol. 2020 Jul;55(7):877-889. doi: 10.1007/s00127-019-01681-2. Epub 2019 Mar 14.","Lim MH","Soc Psychiatry Psychiatr Epidemiol","2020","2019/03/16","","","10.1007/s00127-019-01681-2"
"34255711","A Mobile-Based Intervention to Increase Self-esteem in Students With Depressive Symptoms: Randomized Controlled Trial","Bruhns A, Lüdtke T, Moritz S, Bücker L.","JMIR Mhealth Uhealth. 2021 Jul 12;9(7):e26498. doi: 10.2196/26498.","Bruhns A","JMIR Mhealth Uhealth","2021","2021/07/13","PMC8314153","","10.2196/26498"
"34715396","Considerations of diversity, equity, and inclusion in mental health apps: A scoping review of evaluation frameworks","Ramos G, Ponting C, Labao JP, Sobowale K.","Behav Res Ther. 2021 Dec;147:103990. doi: 10.1016/j.brat.2021.103990. Epub 2021 Oct 14.","Ramos G","Behav Res Ther","2021","2021/10/29","","","10.1016/j.brat.2021.103990"
"33661121","Evaluating a Hybrid Web-Based Training Program for Panic Disorder and Agoraphobia: Randomized Controlled Trial","Ebenfeld L, Lehr D, Ebert DD, Kleine Stegemann S, Riper H, Funk B, Berking M.","J Med Internet Res. 2021 Mar 4;23(3):e20829. doi: 10.2196/20829.","Ebenfeld L","J Med Internet Res","2021","2021/03/04","PMC7974752","","10.2196/20829"
"32149716","A Mobile Just-in-Time Adaptive Intervention for Smoking Cessation: Pilot Randomized Controlled Trial","Hébert ET, Ra CK, Alexander AC, Helt A, Moisiuc R, Kendzor DE, Vidrine DJ, Funk-Lawler RK, Businelle MS.","J Med Internet Res. 2020 Mar 9;22(3):e16907. doi: 10.2196/16907.","Hébert ET","J Med Internet Res","2020","2020/03/10","PMC7091024","","10.2196/16907"
"31097343","Uptake and use of a diabetes management program with a mobile glucometer","Garabedian LF, Ross-Degnan D, LeCates RF, Wharam JF.","Prim Care Diabetes. 2019 Dec;13(6):549-555. doi: 10.1016/j.pcd.2019.03.010. Epub 2019 May 13.","Garabedian LF","Prim Care Diabetes","2019","2019/05/18","","","10.1016/j.pcd.2019.03.010"
